Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,target,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
37.776523,-122.219268,42,99.45,4138.05,1,4624,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
37.803883,-122.208417,4,25.2,102.5,1,4694,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.739113,-122.175602,12,74.05,872.65,1,4149,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
37.83726,-122.287648,15,55.0,757.1,1,3167,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37.828416,-122.216005,7,89.75,608.8,1,3807,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
37.890274,-122.295192,14,85.15,1139.2,1,4550,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37.945288,-122.383941,3,94.6,279.55,1,3019,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
37.921034,-122.341798,16,94.25,1483.25,1,2827,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
37.941456,-122.320968,65,72.45,4653.85,1,4415,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
37.972662,-122.491452,42,105.2,4400.75,1,2317,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
38.34719,-122.697822,6,82.85,460.25,1,4458,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37.937082,-122.532369,53,103.85,5485.5,1,5860,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
38.135897,-122.563683,5,83.6,404.2,1,4565,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
38.052209,-122.775567,68,108.45,7176.55,1,4454,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
37.848641,-122.515692,3,91.5,242.95,1,5646,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
38.005839,-122.638155,12,80.85,866.45,1,4306,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37.013471,-121.877877,43,49.05,2076.2,1,4044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
37.078873,-122.090386,68,105.3,7299.65,1,6284,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
37.171727,-122.142961,25,88.95,2291.2,1,3878,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37.279689,-121.954567,66,110.85,7491.75,1,4281,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
37.306612,-122.080621,70,114.2,7723.9,1,5947,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
37.114335,-122.237162,27,36.5,1032.0,1,4564,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.089111,-122.062213,1,70.75,70.75,1,3963,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.875409,-121.279679,3,40.15,130.75,1,4710,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
37.161544,-121.649371,29,94.45,2653.65,1,2233,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
37.351214,-121.952417,36,97.35,3457.9,1,4544,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
36.931654,-121.752383,1,45.3,45.3,1,4954,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
37.284265,-121.827673,2,94.95,178.1,1,4493,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
37.333851,-121.891147,12,44.55,480.6,1,4162,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.304681,-121.809955,1,23.45,23.45,1,4517,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.375156,-121.795867,1,29.7,29.7,1,3383,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.305622,-122.000887,59,101.1,6039.9,1,4160,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
37.424655,-121.74841,3,50.65,151.3,1,2876,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37.28682,-121.723877,1,55.4,55.4,1,2294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37.270938,-121.851046,1,90.6,90.6,1,2905,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37.218705,-121.762429,2,86.85,156.35,1,5204,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
38.044523,-121.348048,29,99.05,2952.85,1,3179,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
38.200231,-121.235034,52,111.25,5916.45,1,4861,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
38.071327,-120.632221,2,55.1,113.35,1,4235,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
38.244806,-120.417301,13,102.25,1359.0,1,2003,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
38.055562,-120.456298,19,95.9,1777.9,1,2851,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
38.169605,-121.310964,47,95.05,4504.55,1,5214,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
38.085839,-120.37855,5,53.85,259.8,1,5435,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
37.422961,-120.765493,52,104.2,5568.35,1,5648,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
37.524721,-120.757977,42,50.25,2203.65,1,4873,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.902968,-119.667544,25,99.5,2369.05,1,5932,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
37.5923,-120.853288,9,71.0,672.55,1,2236,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37.84771,-120.486589,16,93.2,1573.7,1,5497,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
37.80821,-121.308401,5,19.35,126.05,1,3864,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
37.361987,-120.748394,3,19.85,64.55,1,2158,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
37.671806,-121.007575,31,104.2,3243.45,1,5000,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
37.639029,-120.964772,1,79.25,79.25,1,5533,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37.672906,-120.946594,1,44.9,44.9,1,2632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.612612,-121.108568,10,70.1,659.65,1,2457,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.785033,-120.776141,4,29.65,118.5,1,4207,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
38.224869,-119.755729,43,77.85,3365.85,1,5107,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37.329725,-120.306399,4,54.3,195.3,1,5834,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37.734971,-120.954271,11,95.15,997.65,1,4074,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
37.939768,-120.188002,47,110.85,5275.8,1,3344,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
37.609095,-121.263381,1,80.5,80.5,1,2734,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38.460517,-122.790335,4,72.2,305.55,1,5668,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.526941,-122.709096,17,51.5,900.5,1,5659,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38.394091,-122.739814,43,89.55,3856.75,1,3802,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
38.731055,-123.316553,21,77.5,1625.0,1,5353,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
39.361283,-123.784599,42,95.25,3959.35,1,2075,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
38.965804,-122.631779,46,85.0,3969.4,1,2097,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39.239818,-123.565432,5,85.75,470.95,1,3608,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
38.348884,-122.51699,6,98.25,560.6,1,3330,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
38.493888,-122.777141,1,25.7,25.7,1,4095,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38.434362,-122.86891,7,69.0,506.9,1,5672,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38.93706,-123.118111,2,46.05,80.35,1,4662,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.080469,-122.955176,1,76.4,76.4,1,2426,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39.806141,-123.531098,5,100.5,514.0,1,5180,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
39.141934,-122.770679,22,40.05,880.2,1,2061,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39.305545,-123.743697,1,69.95,69.95,1,5066,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39.182916,-123.552571,1,93.3,93.3,1,2578,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
39.12334,-122.838198,3,49.15,169.05,1,5598,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
38.888351,-123.239647,1,35.05,35.05,1,3706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38.696659,-123.436861,1,73.0,73.0,1,4116,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.372532,-123.525626,33,83.85,2716.3,1,2583,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
40.854512,-123.450097,1,70.1,70.1,1,3706,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.057784,-123.679461,2,70.65,142.35,1,2189,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.557314,-124.081662,2,20.35,33.2,1,5627,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
40.210895,-123.86,3,99.0,287.4,1,5236,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
40.274302,-124.210902,26,83.95,2254.2,1,5869,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
40.142256,-123.852927,67,116.2,7752.3,1,4495,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
40.485849,-124.163234,71,93.7,6585.35,1,4296,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
41.950683,-124.097094,1,19.7,19.7,1,5707,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
40.053159,-123.995867,5,75.55,413.65,1,4600,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.431407,-120.8421,9,77.65,714.15,1,3847,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38.99003,-121.114408,26,95.0,2497.2,1,4232,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
38.384648,-121.578701,54,105.4,5643.4,1,4406,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
38.880622,-120.973865,2,95.85,197.7,1,3790,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
38.683605,-120.811852,1,79.15,79.15,1,4243,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38.434138,-121.30587,30,19.65,655.85,1,2486,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
38.349195,-121.902943,4,79.0,303.15,1,2085,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
38.652065,-121.25441,17,91.85,1574.45,1,5643,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
38.636102,-120.522149,60,106.0,6441.4,1,5507,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
38.336216,-120.76901,1,49.9,49.9,1,3113,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38.631489,-120.015167,13,100.35,1358.85,1,2008,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
38.815515,-120.916997,38,74.95,2869.85,1,5165,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38.549822,-121.266725,1,49.25,49.25,1,4478,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
38.689174,-121.218435,50,103.7,5071.05,1,5897,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
38.833554,-121.498102,65,89.75,5769.6,1,6110,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
38.724322,-120.991237,1,20.3,20.3,1,3830,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
38.759751,-121.288545,7,101.95,700.85,1,2016,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
38.470423,-121.114897,2,94.0,181.7,1,5569,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
38.432145,-120.77069,45,89.3,4016.85,1,4880,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
38.240419,-121.587535,1,74.3,74.3,1,5996,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39.043387,-121.409837,1,44.65,44.65,1,3704,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
38.392559,-121.225093,13,84.05,1095.3,1,4745,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38.578604,-122.024579,10,80.7,788.8,1,3492,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.197215,-120.83679,4,101.7,364.55,1,2777,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
38.766036,-120.209673,1,20.4,20.4,1,3663,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
38.591134,-121.161585,41,102.6,4213.35,1,2098,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
38.35363,-121.44195,71,106.0,7723.7,1,4072,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
38.694081,-121.694431,3,55.1,154.65,1,4412,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38.53508,-121.444144,69,106.5,7348.8,1,4859,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
38.590035,-121.412455,32,91.05,2954.5,1,3590,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
38.486502,-121.334051,51,77.5,3807.35,1,5748,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38.691607,-121.602284,72,54.2,3937.45,1,4481,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
38.715498,-121.363411,6,69.25,418.4,1,5816,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39.396585,-121.38029,1,50.5,50.5,1,2077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
39.440687,-121.263583,1,74.4,74.4,1,3429,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39.681488,-121.83721,31,79.45,2587.7,1,2872,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1
39.381174,-121.21191,58,104.65,6219.6,1,5411,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
39.531028,-121.24807,47,100.05,4871.05,1,5166,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
39.346898,-121.759537,44,100.55,4398.15,1,3486,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
39.033058,-121.895718,2,95.65,167.3,1,5332,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
39.748037,-122.302169,1,94.4,94.4,1,5764,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
39.971228,-121.041166,1,55.0,55.0,1,3809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
39.225634,-121.156163,1,101.45,101.45,1,4390,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
39.58458,-121.093256,5,67.95,350.3,1,3889,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
40.053684,-120.743116,1,69.5,69.5,1,3365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.022184,-121.062384,1,18.85,18.85,1,4132,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
39.117537,-122.284654,1,69.2,69.2,1,4073,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.587919,-122.464732,1,69.65,69.65,1,5258,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40.527834,-122.318749,40,101.85,4086.3,1,2837,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
41.171578,-120.913161,1,82.3,82.3,1,4278,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
40.946785,-121.719489,3,79.25,267.6,1,4183,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41.486953,-120.913975,13,84.6,1115.2,1,2659,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
40.936285,-121.572692,58,93.4,5435.6,1,5989,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41.121108,-122.336613,42,94.2,4186.3,1,5458,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
40.692523,-122.369876,1,25.05,25.05,1,2119,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.212695,-122.392067,29,25.1,712.85,1,2796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41.405193,-123.008567,1,48.95,48.95,1,3913,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39.84784,-122.544556,1,45.3,45.3,1,5774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.5837,-122.935922,2,85.85,167.3,1,3273,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
41.528541,-122.955018,10,95.2,930.4,1,4922,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
41.831901,-123.487478,49,100.6,5069.65,1,5585,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
40.789799,-121.474529,6,55.3,324.25,1,3878,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
41.962127,-122.527696,2,74.85,156.4,1,5378,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40.704293,-122.803899,35,102.35,3626.1,1,2473,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
40.059385,-122.091481,70,115.65,7968.85,1,5563,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
41.10831,-121.360362,2,79.85,152.45,1,3280,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
40.331975,-121.460674,15,76.0,1130.85,1,4938,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40.408796,-121.579609,42,104.75,4323.45,1,2984,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
41.759864,-122.379175,9,74.65,703.55,1,5900,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
40.689243,-122.037023,1,56.25,56.25,1,3065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
40.656287,-121.428965,21,106.1,2249.95,1,3584,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
39.884395,-122.587513,2,79.75,159.4,1,4038,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40.367964,-122.937379,1,68.65,68.65,1,3052,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41.924174,-123.260788,16,20.25,327.45,1,4327,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
41.081847,-122.700545,14,100.2,1369.8,1,3369,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
39.955164,-122.018567,15,74.9,1107.25,1,2510,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.600599,-120.636358,1,70.85,70.85,1,2874,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39.559709,-120.345639,2,69.8,134.7,1,2320,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40.559177,-120.612113,55,54.55,2978.3,1,6041,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
40.345949,-120.081187,7,70.75,450.8,1,2248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
39.227434,-120.091806,13,94.1,1215.6,1,2973,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
