Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,target,CLTV,avg_ticket,Total Charges Log,avg_ticket_log,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
34.177267,-118.31003,50,93.5,4747.5,0,6367,93.08823529411765,8.465584057683007,4.544233015333357,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
34.174215,-118.345928,72,20.25,1566.9,0,5733,21.464383561643835,7.357492423366405,3.1119311022010088,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
34.169706,-118.323548,29,25.15,702.0,0,5491,23.4,6.555356891810665,3.1945831322991562,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
34.15136,-118.364786,10,29.6,299.05,0,3180,27.186363636363637,5.703949127435522,3.3388383019975163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
34.139082,-118.39275,18,73.15,1305.95,0,4283,68.73421052631579,7.175451457345406,4.244691022692811,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.187599,-118.387125,16,19.75,284.35,0,4272,16.726470588235294,5.653716496982717,2.875059035872837,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
34.165783,-118.399795,72,86.6,6350.5,0,4530,86.9931506849315,8.756446284463516,4.477258978323273,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
34.132275,-117.611478,72,109.2,7878.3,0,4551,107.92191780821918,8.971994346418777,4.690631275144298,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
34.174493,-117.87068,41,74.7,3187.65,0,5246,75.89642857142857,8.067352908713396,4.342459432928932,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
34.098275,-117.967399,65,94.4,6126.15,0,5348,92.82045454545454,8.72048499422784,4.541382897755923,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
33.942895,-117.725644,13,54.8,731.3,0,5557,52.23571428571428,6.596190266067024,3.9747294922723895,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
33.990646,-117.663025,4,75.35,273.4,0,4033,54.67999999999999,5.61458689585173,4.019621016026164,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.127621,-117.717863,41,65.0,2531.8,0,5043,60.280952380952385,7.837080689126748,4.115469066776196,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
34.08111,-117.853935,42,99.0,4298.45,0,2887,99.96395348837208,8.366242386524114,4.614763556983938,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
34.10097,-117.57882,51,93.5,4619.55,0,5561,88.8375,8.438269024609227,4.498002482794561,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
34.04622,-118.053753,32,83.7,2633.3,0,3945,79.7969696969697,7.87637277103406,4.391939461073392,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
34.245289,-117.642503,10,19.85,193.05,0,3768,17.55,5.268115857814915,2.920469789053444,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
34.133809,-117.523724,67,59.55,4103.9,0,4478,60.35147058823529,8.319936661053873,4.116619141338016,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
34.119363,-117.855059,61,115.1,7008.15,0,6090,113.03467741935484,8.85497171732711,4.7365025900278175,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
34.14649,-117.849815,50,114.35,5791.1,0,5068,113.55098039215687,8.664250199109881,4.741019967502399,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
33.998471,-117.973758,29,45.0,1228.65,0,3094,40.955000000000005,7.114484855028092,3.736597615322033,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
34.144703,-117.770299,57,89.85,4925.35,0,4429,84.9198275862069,8.502353627719575,4.453414624080316,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
33.999992,-117.535395,31,49.85,1520.1,0,2539,47.503125,7.327189036317697,3.881628228857412,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
34.050322,-118.147037,45,113.3,5032.25,0,4885,109.39673913043478,8.52382117770646,4.704080596544769,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
34.049172,-118.115022,61,88.1,5526.75,0,5152,89.14112903225806,8.617536140112266,4.501376542503099,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
34.231318,-117.662032,50,24.9,1195.25,0,4297,23.436274509803923,7.086946942767164,3.196068688551722,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
34.035602,-117.591528,19,105.0,2007.25,0,3524,100.3625,7.605018975053922,4.618703200270676,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1
34.072121,-117.698319,71,24.25,1732.95,0,5409,24.06875,7.458157321861312,3.221622050536226,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
33.992416,-117.807874,57,59.75,3450.15,0,4012,59.48534482758621,8.146462787815526,4.102401101438566,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
34.083086,-117.737997,20,107.05,2172.05,0,5328,103.43095238095239,7.68388698965577,4.6485261102521545,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
34.114772,-118.089431,21,64.95,1339.8,0,4604,60.9,7.2010217297278185,4.12552017969055,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34.089927,-118.095645,14,55.0,771.95,0,4900,51.46333333333334,6.650214363442343,3.9601145128954,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
34.101608,-118.055848,5,50.55,244.75,0,2739,40.791666666666664,5.504314759027276,3.7326969576139897,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.141146,-117.655583,6,55.15,322.9,0,5377,46.128571428571426,5.7804348261772835,3.8528794291792225,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.105493,-117.660934,10,51.2,498.25,0,5765,45.29545454545455,6.2131069722959245,3.835043782308545,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.018354,-117.85492,1,25.4,25.4,0,4556,12.7,3.2733640101522705,2.617395832834079,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
34.066964,-117.937007,68,54.45,3687.75,0,5310,53.44565217391305,8.213042926257149,3.9972029963085767,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.024405,-117.898722,22,76.0,1783.6,0,2031,77.54782608695652,7.486949579466051,4.363707688786594,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
34.090925,-118.128164,20,44.35,927.15,0,3460,44.15,6.833193357655232,3.8099902798629945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.673483,-116.472863,35,61.2,2021.2,0,2075,56.144444444444446,7.6119413066572985,4.045582175444651,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32.636792,-117.054989,23,86.8,1940.8,0,3200,80.86666666666666,7.571370656936044,4.405091907604878,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
32.607964,-117.059459,6,89.35,567.8,0,2578,81.11428571428571,6.343528878489031,4.408112005149556,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
32.64164,-116.985026,12,19.7,220.35,0,5715,16.95,5.39974515917815,2.8875901149342877,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
32.688506,-116.938632,1,20.25,20.25,0,5384,10.125,3.056356895370426,2.409194828052304,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
32.605012,-116.97595,71,76.05,5436.45,0,5841,75.50625,8.601065479952362,4.337372436841686,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32.912664,-116.635387,35,100.8,3437.5,0,3318,95.48611111111111,8.14279060875989,4.569399071676826,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
32.622999,-116.687855,40,74.55,3015.75,0,3718,73.5548780487805,8.01193537195371,4.311535472319992,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
32.579134,-117.119009,23,64.9,1509.8,0,3314,62.90833333333333,7.320394590838302,4.157449764982813,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
32.695681,-116.798386,4,90.4,356.65,0,3314,71.33,5.879554854554393,4.28123898086119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
32.759327,-116.99726,68,60.3,4109.0,0,4864,59.55072463768116,8.32117830749028,4.103481437519251,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
32.782501,-117.01611,38,81.85,3141.7,0,3571,80.55641025641025,8.052837582035098,4.401294931206613,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32.733564,-117.033713,52,24.8,1229.1,0,5320,23.19056603773585,7.114850745874739,3.185962724006533,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
32.67102,-117.095235,29,75.55,2054.4,0,5625,68.48,7.6282257551909725,4.241038941372905,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
32.800671,-116.483363,38,101.15,3741.85,0,4036,95.94487179487179,8.227602632295108,4.574142484929897,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
32.619465,-116.593605,48,78.75,3682.45,0,2257,75.15204081632653,8.211605091984318,4.332731878933819,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
32.726627,-116.994608,1,19.25,19.25,0,4745,9.625,3.0081547935525483,2.3632097148104805,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
32.730264,-116.950963,22,89.05,1886.25,0,5479,82.01086956521739,7.542876022019734,4.418971557839344,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
32.587557,-116.636816,43,115.05,4895.1,0,4115,111.25227272727274,8.49619424882018,4.720748773430961,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
33.290907,-117.202895,5,69.35,341.6,0,5437,56.93333333333334,5.83656358589002,4.059292924163182,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.015866,-117.272254,51,110.05,5686.4,0,5604,109.35384615384615,8.646008480687051,4.7036919862307975,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0
33.148116,-117.306043,71,19.9,1355.1,0,5308,18.820833333333333,7.2123682120938994,2.98673357309029,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
32.785165,-116.862648,35,91.5,3236.35,0,3617,89.89861111111111,8.082510372888098,4.509744721760995,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
32.832706,-116.873258,72,60.0,4264.0,0,5471,58.41095890410959,8.35819745992578,4.084478702686975,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
33.054579,-117.25665,1,44.8,44.8,0,2269,22.4,3.824284091120139,3.152736022363656,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.081478,-117.033814,9,48.6,422.3,0,4562,42.230000000000004,6.048081147526878,3.7665346986795405,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
33.21846,-117.116916,69,60.05,4176.7,0,5388,59.667142857142856,8.33751613484719,4.105402247671444,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
33.141265,-116.967221,52,102.7,5138.1,0,4044,96.94528301886793,8.544633245841629,4.5844089862005175,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
33.362575,-117.299644,11,82.9,880.05,0,4413,73.33749999999999,6.781114378014739,4.308615535032712,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
32.980678,-116.262854,28,35.9,973.65,0,5444,33.574137931034485,6.882078432192154,3.5431059439365686,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32.853743,-117.25034,17,82.65,1470.05,0,3754,81.66944444444444,7.293731710506439,4.4148500590828705,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
32.909873,-116.906774,35,19.85,739.35,0,4177,20.5375,6.607123047354728,3.069795601854048,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
33.351059,-117.420557,8,19.2,161.95,0,5272,17.994444444444444,5.093443405283571,2.944146538749091,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
33.194742,-117.29032,46,94.9,4422.95,0,5316,94.10531914893616,8.394788241149152,4.554984900152669,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
32.984395,-117.013454,68,88.15,6148.45,0,5531,89.10797101449275,8.724117925907073,4.501008629230514,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
33.044541,-116.833922,36,94.8,3565.65,0,2807,96.36891891891892,8.179382058873774,4.578507052114187,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
33.012751,-117.200617,32,54.65,1830.1,0,4045,55.45757575757575,7.512672158147668,4.033489484559828,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33.162624,-117.170863,71,85.75,6223.8,0,4487,86.44166666666666,8.73629659230272,4.470971904375865,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
33.174725,-116.743329,66,67.45,4508.65,0,4172,67.29328358208954,8.413974824163768,4.223811424729477,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32.847336,-116.997605,63,20.5,1328.15,0,5997,20.75234375,7.192294919161421,3.07972151034984,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
33.001813,-117.263628,41,20.25,865.0,0,3972,20.595238095238095,6.763884908562435,3.0724728318317682,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
33.119028,-117.166036,1,72.1,72.1,0,4432,36.05,4.291828366755733,3.6122683517420957,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.17494,-117.242761,70,19.45,1303.5,0,5540,18.359154929577464,7.173575104576783,2.963165430563985,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
33.22784,-117.200024,23,44.95,996.85,0,3248,41.53541666666667,6.905602964413994,3.750337062234263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
33.323705,-116.626907,64,97.0,6430.9,0,4053,98.93692307692307,8.76902526347426,4.604539217738717,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
32.99356,-117.207121,37,62.8,2278.75,0,5229,59.9671052631579,7.731821066813775,4.110334460740415,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
32.72523,-117.171346,17,44.6,681.4,0,2130,37.855555555555554,6.52561599617747,3.659851066733111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32.716007,-117.117462,7,89.15,574.35,0,2415,71.79375,6.354978551269467,4.287630099868825,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
32.71346,-117.236378,16,54.1,889.0,0,2276,52.294117647058826,6.7912214627261855,3.975825961986763,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.741852,-117.243453,64,105.25,6823.4,0,5682,104.97538461538461,8.828259704100754,4.6632068465351075,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0
32.787836,-117.232376,42,97.1,4016.75,0,2170,93.41279069767442,8.298477323429179,4.547676558651634,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
32.76501,-117.19938,5,20.2,83.75,0,5169,13.958333333333334,4.43970574626056,2.7052685581403333,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
32.805518,-117.169052,41,98.8,3959.15,0,5584,94.26547619047619,8.284037182319022,4.5566674804984535,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
32.697098,-117.116587,58,50.3,2878.55,0,5232,48.78898305084746,7.9653893109216884,3.9077937356784305,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
32.707892,-117.05512,47,20.55,945.7,0,5404,19.702083333333334,6.852982253134845,3.030234339329427,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
32.762506,-117.07245,18,75.9,1373.05,0,4668,72.26578947368421,7.225517862222083,4.294093780623063,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32.825086,-117.199424,23,59.95,1406.0,0,5379,58.583333333333336,7.249215057114389,4.087375892906008,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32.68674,-117.186612,1,19.15,19.15,0,2577,9.575,3.0032042883926917,2.3584927249323417,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
32.802959,-117.027095,71,98.65,6962.85,0,5101,96.70625000000001,8.848487761310901,4.581965528343497,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
32.807867,-117.060993,72,112.6,8126.65,0,6486,111.32397260273972,9.003027107867489,4.721387308266182,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
32.898613,-117.202937,33,20.6,690.25,0,5212,20.301470588235293,6.538501552836545,3.0587761120332986,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
32.808814,-117.134694,24,35.75,830.8,0,5531,33.232,6.723592027308811,3.5331608791145155,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
32.827238,-117.089287,56,99.75,5608.4,0,5926,98.39298245614034,8.632199040925325,4.599081512137506,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0
32.886925,-117.152162,37,96.1,3646.8,0,2640,95.96842105263158,8.201879525129897,4.574385369340035,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
33.017518,-117.118456,43,85.1,3662.25,0,2319,83.23295454545455,8.206106010518134,4.4335862288277745,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
33.000269,-117.072093,1,25.35,25.35,0,4193,12.675,3.2714682749873716,2.615569348308045,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.957195,-117.202542,61,89.65,5308.7,0,6149,85.6241935483871,8.577290615464818,4.461579147780003,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
32.89325,-117.087091,17,86.75,1410.25,0,5863,78.34722222222223,7.2522311154638714,4.373833439708407,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
32.677716,-117.047666,41,86.2,3339.05,0,5325,79.50119047619049,8.113741055918576,4.388271972839274,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
32.555828,-117.040073,72,64.8,4732.35,0,4886,64.82671232876713,8.462388476041804,4.187025718394083,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
33.752938,-116.230055,48,108.1,5067.45,0,5994,103.41734693877551,8.530790329922262,4.648395820063147,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
33.936298,-116.849577,42,54.75,2348.45,0,3179,54.61511627906976,7.76193653719278,4.018455039827922,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
33.946982,-116.977672,44,90.4,4063.0,0,4751,90.28888888888889,8.309922989258318,4.514029081278129,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
33.674583,-114.71612,1,44.0,44.0,0,4020,22.0,3.8066624897703196,3.1354942159291497,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33.03933,-115.191857,27,95.6,2595.25,0,2026,92.6875,7.861823375190322,4.539964775862816,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
33.929812,-116.76058,27,84.8,2309.55,0,5352,82.48392857142858,7.745240870413761,4.424654141133199,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
32.690654,-115.431225,2,44.3,89.3,0,3805,29.766666666666666,4.5031374604229395,3.4264318528406967,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
33.143826,-115.497485,19,19.9,367.55,0,3245,18.3775,5.909576387635298,2.9641125991735295,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
33.829583,-116.474131,42,95.05,3944.5,0,2677,91.73255813953489,8.28033096796109,4.529719631399538,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
33.680031,-116.171678,66,90.05,5965.95,0,5813,89.04402985074627,8.69399118806683,4.500298771264748,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
33.889605,-115.257009,33,109.9,3694.7,0,5655,108.66764705882352,8.214925260636038,4.697454401803414,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
33.832799,-116.250973,33,54.6,1803.7,0,5322,53.050000000000004,7.498149651967252,3.9899095440852173,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
34.137742,-114.36514,23,20.05,415.1,0,3742,17.295833333333334,6.030925615988895,2.9066733472197264,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
32.770393,-115.60915,32,19.75,624.15,0,4691,18.913636363636364,6.437991620941009,2.991404741461537,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
32.730583,-115.501083,11,20.05,237.7,0,5355,19.808333333333334,5.4752075333447845,3.0353535474977273,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
32.858595,-115.662709,68,55.9,3848.8,0,5160,55.77971014492754,8.255776477880534,4.039179046152041,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34.167236,-116.281511,20,19.7,419.4,0,2120,19.97142857142857,6.041206639002796,3.043160967125102,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
33.695532,-116.310571,72,19.8,1468.75,0,5368,20.11986301369863,7.292847597282364,3.050213972723211,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
33.543835,-115.993906,60,95.4,5812.0,0,4149,95.27868852459017,8.66785206770135,4.567246991349208,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
34.097863,-116.594561,32,93.95,2861.45,0,2844,86.71060606060605,7.9594331804610325,4.4740428277627675,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
33.694501,-116.412711,46,24.45,1066.15,0,2438,22.684042553191492,6.972746822489577,3.164801511374194,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
