Latitude,Longitude,Tenure Months,Monthly Charges,Total Charges,CLTV,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,total_services,fiber_price_impact,avg_ticket,is_new_customer,target
32.690654,-115.431225,7,3.0204248861443626,4.864452783918174,4271,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0,18.37142857142857,0,0
38.274451,-121.259201,10,4.613634264400221,6.899622295751948,4243,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,4,99.85,99.09,0,1
34.489983,-120.091246,72,4.6862892372728835,8.932965002513042,5246,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,5,107.45,105.23194444444444,0,0
33.940619,-117.9513,1,4.259859000699674,4.259859000699674,4154,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,69.8,69.8,1,1
40.587919,-122.464732,4,3.937690752176724,5.384953673207583,3147,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.0,54.275,1,0
37.233226,-121.78809,12,3.0301337002713233,5.567962751513666,3423,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0,21.741666666666664,0,0
34.153338,-118.262974,1,3.8907993689765195,3.8907993689765195,5092,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0.0,47.95,1,0
38.33788,-120.954202,46,4.699570861409576,8.487826170783425,5119,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,5,108.9,105.52826086956522,0,0
33.999992,-117.535395,24,3.9531649487593215,7.147244508832433,2515,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,1,0.0,52.9,0,0
33.734933,-117.044145,11,4.3694478524670215,6.74852505341158,4886,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1,78.0,77.43636363636364,0,0
40.345949,-120.081187,20,3.0469005601283903,5.993961427306569,4328,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0,20.0,0,0
35.824572,-116.274755,33,4.56746831880408,8.09442423147053,3087,True,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3,95.3,99.2469696969697,0,0
38.494832,-121.529447,13,4.4479314095616,6.965646757397915,5801,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,2,84.45,81.43076923076923,0,1
34.074572,-118.831181,49,3.051639905492287,6.881770582010144,5422,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.0,19.864285714285714,0,0
40.053684,-120.743116,14,3.0252910757955354,5.708438286192395,2847,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.0,21.457142857142856,0,0
38.546999,-120.271114,24,4.380149874661021,7.4805693000821964,3079,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,78.85,73.84375,0,1
34.508417,-116.856103,4,4.626442321263631,5.9581662617064675,4417,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,3,101.15,96.475,1,1
41.831901,-123.487478,49,4.6210435351443815,8.531224293495859,5585,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,3,100.6,103.46224489795918,0,1
34.079449,-118.548306,4,2.995732273553991,4.310127759130018,4345,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,18.3625,1,0
36.520537,-120.118055,71,3.2406373166497136,7.450166775307315,4555,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0,0.0,24.213380281690142,0,0
37.84551,-122.235181,57,3.075005454448499,7.0269595264606135,4193,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0,0.0,19.74736842105263,0,0
34.200175,-118.540958,19,4.45143608604605,7.410316849329665,5157,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,2,84.75,86.94473684210527,0,0
34.296574,-118.244839,19,4.3154861108656375,7.2622779083527265,2251,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,73.85,74.97368421052632,0,1
35.151491,-117.927597,15,4.457829598089382,7.10730261644116,5559,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2,85.3,81.32333333333332,0,0
33.215251,-116.53633,50,4.698205051955281,8.60022834034495,5211,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,5,108.75,108.63799999999999,0,0
36.523619,-119.386868,18,4.51085950651685,7.331944001088404,2708,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,2,90.0,84.85277777777777,0,1
38.925545,-122.549083,36,4.122283930911342,7.7122425617849055,3671,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,5,0.0,62.07083333333334,0,0
37.921034,-122.341798,38,4.248495242049359,7.890002276518981,4487,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,3,0.0,70.2486842105263,0,0
33.998471,-117.973758,72,4.673762977453703,8.943558363632143,5146,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,5,106.1,106.35277777777777,0,0
34.598221,-117.79593,2,3.2367157429965316,3.8815637979434374,5573,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,23.75,1,1
37.758085,-122.434801,48,4.332705079341171,8.235797981829272,3345,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,75.15,78.596875,0,0
38.099323,-122.945723,1,3.933784497209659,3.933784497209659,4778,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,50.1,1,1
37.855717,-121.994813,69,4.67609452432479,8.890513823975612,6315,True,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,5,106.35,105.2427536231884,0,0
39.495768,-121.747472,12,3.828641396489095,6.264064707134784,4998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,43.69583333333333,0,0
34.956577,-119.750142,4,3.0421386463681466,4.429625613473161,2951,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0,0.0,20.725,1,0
37.350284,-121.852855,1,4.268997904375876,4.268997904375876,3525,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,70.45,70.45,1,1
33.694501,-116.412711,46,3.2367157429965316,6.972746822489577,2438,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,0.0,23.17717391304348,0,0
34.278697,-119.167798,66,3.070375816549757,7.2138419431100225,4101,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0,20.562121212121212,0,0
33.876482,-118.284077,11,3.6122683517420957,6.000424288479454,4265,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,2,0.0,36.6,0,0
32.808814,-117.134694,24,3.6041382256588457,6.723592027308811,5531,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,0.0,34.61666666666667,0,0
32.622999,-116.687855,70,4.751432692966343,8.967414943150516,5035,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,6,114.75,112.03285714285714,0,0
37.22565,-122.297533,63,3.0421386463681466,7.119473812626879,5151,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.0,19.599999999999998,0,0
40.243494,-121.154733,6,3.044522437723423,4.702296896718814,3142,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,18.2,0,0
33.849263,-116.382778,14,3.039749158970765,5.651611602327291,3854,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,20.267857142857142,0,0
36.789213,-119.140338,69,3.295836866004329,7.494179905620015,4933,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0,0.0,26.03695652173913,0,0
34.502432,-118.41459,7,4.000949214622548,6.004750891433716,4389,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1,0.0,57.76428571428572,0,0
40.726949,-124.217378,3,4.390118804571218,5.532400857900581,5036,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1,79.65,83.91666666666667,1,1
37.524721,-120.757977,58,4.127940511650616,8.15471573110751,4411,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,2,0.0,59.97844827586207,0,0
33.698728,-117.67768,11,3.265759410767051,5.7747068129929,5916,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0.0,29.186363636363637,0,0
37.369709,-122.215844,72,4.739701078945697,9.007624252726995,6347,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,6,113.4,113.39027777777778,0,0
36.819628,-119.440414,62,3.288401887516811,7.355609153582088,6201,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0,0.0,25.225,0,0
38.34719,-122.697822,2,3.0373539482448106,3.9627161197436642,3300,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,25.8,1,0
37.990118,-122.012188,31,4.657288140250198,8.072966464754737,5320,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,4,104.35,103.40645161290323,0,0
37.304681,-121.809955,1,3.196630215920881,3.196630215920881,4517,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0.0,23.45,1,1
34.866032,-120.536546,4,3.0301337002713233,4.777441406928545,5018,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0,29.45,1,0
34.147149,-118.463365,47,4.566429357671661,8.425954710981966,4977,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,2,95.2,97.08510638297872,0,0
38.235021,-122.557332,41,4.401216329067023,8.090984413370126,4176,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,4,0.0,79.60731707317073,0,0
33.867257,-118.330794,47,3.758871825933971,7.5370303829476715,2540,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,3,0.0,39.898936170212764,0,0
33.798266,-118.300237,1,3.5959414584546674,3.5959414584546674,2301,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,0.0,35.45,1,1
37.789168,-122.395009,8,3.0421386463681466,5.146912912388804,5919,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,21.3625,0,0
36.587497,-121.944815,34,4.45143608604605,7.95171776930749,2020,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,6,0.0,83.51323529411764,0,0
33.678591,-117.905471,43,3.228826155721369,6.983743624981475,4432,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0,0.0,25.06860465116279,0,0
34.130992,-118.894673,4,3.942552210462969,5.466582256352257,4164,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.0,58.9125,1,0
38.415003,-122.998726,53,4.592591403781231,8.525994347369306,4488,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,3,97.75,95.15471698113207,0,0
37.739113,-122.175602,69,4.517976974285714,8.751964873211111,6487,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,6,0.0,91.62463768115943,0,0
38.25485,-122.461799,3,4.324132656254979,5.386557155397445,5203,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,74.5,72.48333333333333,1,0
40.586588,-122.903677,64,4.2017030805426,8.31115254800169,4754,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,3,0.0,63.5625,0,0
34.059722,-117.39104,10,3.250374491927572,5.41565585896527,5212,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0,0.0,22.39,0,0
33.92128,-118.274186,25,3.0726933146901194,6.296188085414615,2305,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,21.66,0,0
33.874224,-117.993368,1,3.9435216724875173,3.9435216724875173,3677,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.0,50.6,1,1
36.875409,-121.279679,32,4.484696032520217,7.925663530235284,2426,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2,87.65,86.45,0,0
36.799648,-119.801247,36,4.384523514872469,7.957159816303425,4830,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,5,0.0,79.30416666666666,0,0
34.127194,-118.295647,30,4.030694535145645,7.3340682196031395,2725,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,0.0,51.019999999999996,0,0
37.387027,-121.897775,25,4.321480134805848,7.530909087721548,5175,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,5,0.0,74.55199999999999,0,1
34.169706,-118.323548,29,4.653484046266642,7.994902089540969,3733,True,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,3,103.95,102.2344827586207,0,0
38.688764,-121.457596,1,4.343805421853684,4.343805421853684,2567,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,76.0,76.0,1,1
37.670526,-120.877572,57,4.704110133842995,8.740928567567575,6026,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,5,109.4,109.69649122807017,0,0
38.304194,-120.592431,25,3.039749158970765,6.237933923725689,2130,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,0,0.0,20.432000000000002,0,0
35.050345,-120.489599,32,4.67609452432479,8.166713304140416,4113,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4,106.35,110.0234375,0,1
33.897122,-118.164432,71,4.4756308146331065,8.742701943436728,6452,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,6,0.0,88.22253521126761,0,0
41.027281,-120.669427,4,3.58351893845611,4.91815444130209,3523,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,0.0,33.9375,1,0
37.294926,-121.894763,55,4.5125065011246726,8.500647055990012,4712,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,6,0.0,89.3990909090909,0,0
38.652065,-121.25441,17,4.530985287798715,7.362296224736894,5643,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,3,91.85,92.61470588235295,0,1
38.618347,-122.908422,63,3.2445435716167785,7.362327961197329,4392,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0,24.99206349206349,0,0
37.424655,-121.74841,7,3.8155121050473024,5.586499314041468,3410,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,3,0.0,37.971428571428575,0,0
40.965011,-124.015255,72,4.777441406928545,9.069444787271305,4432,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,6,117.8,120.6222222222222,0,1
39.756049,-123.358701,45,3.5610460826040513,7.3762577821016055,5715,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,1,0.0,35.48,0,0
33.832799,-116.250973,1,4.503691017038237,4.503691017038237,2432,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,89.35,89.35,1,0
37.483535,-119.679414,72,4.713576059831878,8.994650224905662,4754,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,5,110.45,111.92847222222223,0,0
33.994676,-117.372498,12,4.412192049005608,6.816735880594968,2916,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,81.45,76.0,0,0
34.213049,-118.317651,30,4.629862798578463,7.9788764595883075,4828,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,3,101.5,97.25500000000001,0,0
33.82769,-117.102244,72,4.735320870453137,8.994978961104028,5569,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,6,112.9,111.96527777777777,0,0
38.336216,-120.76901,25,4.252771798816619,7.503344755947277,4442,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,69.3,72.524,0,0
33.874224,-117.993368,27,4.456670177669648,7.674431692830198,3796,True,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2,85.2,79.68888888888888,0,0
39.108252,-123.645121,58,4.28496492183075,8.350252736660584,4747,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,4,0.0,72.9353448275862,0,0
40.89866,-123.539754,2,3.828641396489095,4.57933942595357,5704,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,48.225,1,1
35.989792,-121.055933,60,4.107589788972121,8.178119574136455,5488,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,2,0.0,59.3525,0,0
37.244307,-119.470256,20,3.0301337002713233,5.982928216085695,4910,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,0.0,19.78,0,0
38.512569,-121.495184,63,4.430816798843313,8.564849379544466,5428,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,5,0.0,83.22301587301588,0,0
33.771612,-118.143866,14,3.0325462466767075,5.7377006928596614,3958,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0,22.09642857142857,0,0
37.866009,-122.286228,29,3.0610517396746335,6.427054640188066,4840,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,0.0,21.28793103448276,0,0
33.982787,-117.057627,1,4.24778070111149,4.24778070111149,5644,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,68.95,68.95,1,1
34.15136,-118.364786,29,4.50700593720086,7.8727028328027115,2681,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,3,89.65,90.47068965517242,0,0
33.782346,-117.635263,4,3.965563772356176,5.308762624409575,3865,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0.0,50.275,1,1
40.965011,-124.015255,70,4.758320365481766,9.00314398599142,4838,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,6,115.55,116.10857142857144,0,1
34.024405,-117.898722,6,4.041295341132285,5.903589160605973,4914,False,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,0.0,60.89166666666667,0,1
40.4785,-124.301372,4,4.561740628060756,6.048317358700765,2757,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,3,94.75,105.6,1,0
37.774633,-122.274434,46,3.0325462466767075,6.754021179040095,2610,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0,0.0,18.619565217391305,0,0
34.042286,-117.756106,9,3.8155121050473024,5.8555016292920445,5457,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0.0,38.68333333333333,0,0
36.296851,-117.865469,1,4.281515453077493,4.281515453077493,5730,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,71.35,71.35,1,1
39.068071,-121.832638,31,4.628886712605407,8.053457875183252,2025,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,4,101.4,101.40806451612903,0,0
34.224377,-118.632656,1,4.335328031664641,4.335328031664641,4403,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,75.35,75.35,1,1
37.999406,-121.686241,45,4.3154861108656375,8.123261319121745,5264,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,4,0.0,74.91111111111111,0,0
35.666886,-119.186717,11,4.1751562049585145,6.599802469687996,4171,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,3,0.0,66.72272727272728,0,0
39.903272,-121.843567,63,4.70817793606232,8.85422955460242,5775,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,5,109.85,111.15793650793651,0,0
40.057784,-123.679461,3,3.242592351485517,4.469923036580066,5756,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,28.78333333333333,1,0
33.771612,-118.143866,16,4.178226046202803,6.932447891572509,5511,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,3,0.0,64.0,0,0
33.666301,-117.969501,19,3.054001181677967,5.948557046096705,3636,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,20.11578947368421,0,0
37.62984,-122.120843,71,4.383275854074314,8.624404992387447,5872,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,5,0.0,78.3781690140845,0,0
32.89325,-117.087091,17,4.4744918623459755,7.2522311154638714,5863,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,2,86.75,82.95588235294117,0,0
34.402343,-119.094824,50,3.8242840911201395,7.710586116941816,6115,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0,0.0,44.617,0,0
33.391181,-118.421305,2,4.280824129164719,5.067330637772801,2274,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,71.3,78.875,1,0
39.783747,-120.661032,34,3.0301337002713233,6.517080256346608,4136,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,0.0,19.870588235294118,0,0
33.868316,-117.929029,42,4.044804116661965,7.778148658469255,5904,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,0.0,56.8297619047619,0,0
37.070177,-122.010077,69,4.4479314095616,8.674128561819776,5629,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,84.45,84.76231884057971,0,0
32.790282,-115.689559,9,3.8110970868381857,6.0022808395418314,2029,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.0,44.81666666666667,0,1
34.559882,-115.637164,4,3.449987545831587,4.782479200958502,3030,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,0.0,29.6,1,0
33.982787,-117.057627,54,4.750568388677448,8.707896192238108,4488,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,6,114.65,112.02777777777777,0,0
34.2565,-117.19335,33,4.100989104940769,7.577531473218842,2853,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,2,0.0,59.17575757575757,0,0
35.824572,-116.274755,12,4.44323931884187,6.874767103155157,4621,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1,84.05,80.54583333333333,0,0
34.95934,-120.490081,71,4.4595662121293,8.74859852006632,5280,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,5,0.0,88.7443661971831,0,0
41.599978,-122.539381,3,3.4258899942525267,4.583435693842085,3425,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,1,0.0,32.28333333333333,1,0
